Day,Date,Time,Flag
Sunday,10-Jul-44,8:22:06 AM,
Monday,8-Aug-44,11:14:00 PM,
Wednesday,7-Sep-44,1:24:30 PM,[**]
Friday,7-Oct-44,2:30:06 AM,
Saturday,5-Nov-44,1:26:48 PM,
Monday,5-Dec-44,12:34:00 AM,
Tuesday,3-Jan-45,11:20:30 AM,
Wednesday,1-Feb-45,10:05:36 PM,
Friday,3-Mar-45,8:52:42 AM,[/]
Saturday,1-Apr-45,8:43:06 PM,
Monday,1-May-45,7:52:18 AM,
Tuesday,30-May-45,7:52:30 PM,
Thursday,29-Jun-45,9:15:54 AM,
Saturday,29-Jul-45,12:10:42 AM,
Sunday,27-Aug-45,4:07:48 PM,[/]
Tuesday,26-Sep-45,8:11:36 AM,
Wednesday,25-Oct-45,11:31:18 PM,
Friday,24-Nov-45,12:43:36 PM,
Sunday,24-Dec-45,1:49:18 AM,
Monday,22-Jan-46,1:51:24 PM,[*]
Wednesday,21-Feb-46,12:44:24 AM,
Thursday,22-Mar-46,10:27:00 AM,
Friday,20-Apr-46,8:21:12 PM,
Sunday,20-May-46,5:15:24 AM,
Monday,18-Jun-46,3:10:06 PM,
Wednesday,18-Jul-46,2:55:06 AM,[*]
Thursday,16-Aug-46,4:50:12 PM,
Saturday,15-Sep-46,8:39:30 AM,
Monday,15-Oct-46,1:41:24 AM,
Tuesday,13-Nov-46,6:04:30 PM,
Thursday,13-Dec-46,10:55:30 AM,
Saturday,12-Jan-47,2:21:24 AM,[**]
Sunday,10-Feb-47,3:39:54 PM,
Tuesday,12-Mar-47,2:37:06 AM,
Wednesday,10-Apr-47,12:35:24 PM,
Thursday,9-May-47,8:24:36 PM,
Saturday,8-Jun-47,4:05:00 AM,
Sunday,7-Jul-47,12:33:54 PM,[**]
Monday,5-Aug-47,10:38:36 PM,
Wednesday,4-Sep-47,10:54:18 AM,
Friday,4-Oct-47,1:42:06 AM,
Saturday,2-Nov-47,5:58:12 PM,
Monday,2-Dec-47,12:55:12 PM,
Wednesday,1-Jan-48,7:57:12 AM,[**]
Friday,31-Jan-48,1:14:24 AM,
Saturday,29-Feb-48,3:38:12 PM,
Monday,30-Mar-48,4:04:30 AM,
Tuesday,28-Apr-48,1:13:00 PM,
Wednesday,27-May-48,8:57:18 PM,
Friday,26-Jun-48,4:08:12 AM,[*]
Saturday,25-Jul-48,11:34:00 AM,
Sunday,23-Aug-48,8:07:12 PM,
Tuesday,22-Sep-48,6:46:36 AM,
Wednesday,21-Oct-48,8:25:00 PM,
Friday,20-Nov-48,12:19:36 PM,
Sunday,20-Dec-48,7:39:18 AM,[/]
Tuesday,19-Jan-49,3:29:12 AM,
Wednesday,17-Feb-49,9:47:30 PM,
Friday,19-Mar-49,1:23:24 PM,
Sunday,18-Apr-49,3:04:48 AM,
Monday,17-May-49,1:13:48 PM,[/]
Tuesday,15-Jun-49,9:26:54 PM,[/]
Thursday,15-Jul-49,4:29:42 AM,
Friday,13-Aug-49,11:19:36 AM,
Saturday,11-Sep-49,7:04:24 PM,
Monday,11-Oct-49,4:53:18 AM,
Tuesday,9-Nov-49,4:38:00 PM,[/]
Thursday,9-Dec-49,8:28:06 AM,
Saturday,8-Jan-50,2:39:06 AM,
Sunday,6-Feb-50,9:47:30 PM,
Tuesday,8-Mar-50,4:23:18 PM,
Thursday,7-Apr-50,10:12:12 AM,
Saturday,7-May-50,12:26:12 AM,[**]
Sunday,5-Jun-50,11:51:12 AM,
Monday,4-Jul-50,8:51:00 PM,
Wednesday,3-Aug-50,4:20:30 AM,
Thursday,1-Sep-50,11:30:54 AM,
Friday,30-Sep-50,7:31:48 PM,[+]
Sunday,30-Oct-50,4:16:00 AM,[**]
Monday,28-Nov-50,4:09:48 PM,
Wednesday,28-Dec-50,6:15:36 AM,
